cmc_id,symbol,name,asset_class,chainid,address,reachable,getlogs_free,contract,ch1,ch1_event,ch1_logs,ch1_firstblock,ch2,ch3,ch3_event,ch3_logs,ch3_firstblock,n_platforms
28480,BLAST,Blast,token,81457,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,yes,yes,GovernanceToken,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,5300545,1
2505,BLZ,Bluzelle,token,1,0x5732046a883704404f284ce41ffadd5b007fd668,yes,yes,BluzelleToken,-,,,,Transfer-log,-,,,,2
2933,BMX,BitMart Token,token,1,0x986EE2B944c42D017F52Af21c4c69B84DBeA35d8,yes,yes,BMC,-,,,,Transfer-log,-,,,,1
32882,BNSOL,Binance Staked SOL,token,,,no,,,-,,,,,-,,,,1
1727,BNT,Bancor,token,1,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,yes,yes,SmartToken,-,,,,Transfer-log,-,,,,3
4217,BOA,BOSagora,token,1,0x51bD4f39803fcAEFf3ef45aae2C3aaFf0B9faDcb,yes,yes,BOSAGORA,-,,,,Transfer-log,-,,,,1
11865,BONE,Bone ShibaSwap,token,1,0x9813037ee2218799597d83D4a5B6F3b6778218d9,yes,yes,BoneToken,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",16,17984991,2
3475,BOX,BOX Token,token,1,0xe1A178B681BD05964d3e3Ed33AE731577d9d96dD,yes,yes,BOX,-,,,,Transfer-log,-,,,,1
2945,BOX,ContentBox,token,1,0x63f584fa56e60e4d0fe8802b27c7e6e3b33e007f,yes,yes,BOXToken,-,,,,Transfer-log,-,,,,1
3653,BRC,Baer Chain,token,,,no,,,-,,,,,-,,,,0
11079,BRISE,Bitgert,token,1,0xF2B2f7b47715256Ce4eA43363a867fdce9353e3A,yes,yes,BRISE,-,,,,Transfer-log,-,,,,4
1121,BST,BitStone,token,,,no,,,-,,,,,-,,,,0
20721,BTC.b,Bitcoin Avalanche Bridged,token,43114,0x152b9d0FdC40C096757F570A51E494bd4b943E50,yes,no(PAID),BridgeToken,-,,,,Transfer-log(PAID),-,,,,1
8210,BTCST,Bitcoin Standard Hashrate Token,token,,,no,,,-,,,,,-,,,,0
8891,BTCST,Bitcoin Standard Hashrate Token,token,56,0x78650b139471520656b9e7aa7a5e9276814a38e9,yes,no(PAID),AdminUpgradeabilityProxy->impl:BTCST,-,,,,Transfer-log(PAID),-,,,,2
9486,BTCT,Bitcoin TRC20,token,,,no,,,-,,,,,-,,,,1
31503,BWB,Bitget Wallet Token,token,1,0xac6DB8954b73EbF10e84278AC8b9B22a781615D9,yes,yes,BWBToken,-,,,,Transfer-log,-,,,,4
5810,BZRX,bZx Protocol,token,1,0x56d811088235F11C8920698a204A5010a788f4b3,yes,yes,BZRXToken,-,,,,Transfer-log,-,,,,1
10407,BabyDoge,Baby Doge Coin,token,1,0xac57de9c1a09fec648e93eb98875b212db0d460b,yes,yes,CoinToken,-,,,,Transfer-log,-,,,,5
10903,C98,Coin98,token,1,0xae12c5930881c53715b369cec7606b70d8eb229f,yes,yes,Coin98,-,,,,Transfer-log,-,,,,5
7186,CAKE,PancakeSwap,token,1,0x152649eA73beAb28c5b49B26eb48f7EAD6d4c898,yes,yes,CakeOFT,-,,,,Transfer-log,-,,,,10
1573,CASINO,Casino,token,,,no,,,-,,,,,-,,,,0
1882,CAT,BlockCAT,token,1,0x56ba2Ee7890461f463F7be02aAC3099f6d5811A8,yes,yes,CATToken,-,,,,Transfer-log,-,,,,1
32724,CAT,Simon's Cat,token,56,0x6894CDe390a3f51155ea41Ed24a33A4827d3063D,yes,no(PAID),ScatToken,-,,,,Transfer-log(PAID),-,,,,2
18031,CCD,Concordium,token,,,no,,,-,,,,,-,,,,0
2700,CEL,Celsius,token,1,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,yes,yes,CelsiusToken,-,,,,Transfer-log,-,,,,3
793,CELL,SolarFarm,token,,,no,,,-,,,,,-,,,,0
3814,CELR,Celer Network,token,1,0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,yes,yes,CelerToken,-,,,,Transfer-log,-,,,,5
6748,CFG,Centrifuge,token,1,0xcccccccccc33d538dbc2ee4feab0a7a1ff4e8a94,yes,yes,CFG,-,,,,Transfer-log,-,,,,1
23054,CHEEL,Cheelee,token,56,0x1F1C90aEb2fd13EA972F0a71e35c0753848e3DB0,yes,no(PAID),TransparentUpgradeableProxy->impl:CHEEL,-,,,,Transfer-log(PAID),ERC20Votes-ABIonly[PAID-chain],"DelegateVotesChanged(address,uint256,uint256)",,,1
33280,CHEEMS,Cheems (cheems.pet),token,56,0x0df0587216a4a1bb7d5082fdc491d93d2dd4b413,yes,no(PAID),ERC20Mintable,-,,,,Transfer-log(PAID),-,,,,1
8534,CHEX,Chintai,token,1,0x9Ce84F6A69986a83d92C324df10bC8E64771030f,yes,yes,ERC1967Proxy->impl:ChexV2,-,,,,Transfer-log,-,,,,4
5692,COMP,Compound,token,1,0xc00e94cb662c3520282e6f5717214004a7f26888,yes,yes,Comp,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,9686030,7
963,CORE,CORE,token,,,no,,,-,,,,,-,,,,0
7242,CORE,cVault.finance,token,1,0x62359ed7505efc61ff1d56fef82158ccaffa23d7,yes,yes,CORE,-,,,,Transfer-log,ERC20Votes-negligible,"DelegateVotesChanged(address,uint256,uint256)",,,1
3992,COTI,COTI,token,1,0xDDB3422497E61e13543BeA06989C0789117555c5,yes,yes,Coti,-,,,,Transfer-log,-,,,,2
788,COVAL,Circuits of Value,token,1,0x3d658390460295fb963f54dc0899cfb1c30776df,yes,yes,AdminUpgradeabilityProxy->impl:CircuitsOfValue,-,,,,Transfer-log,-,,,,3
19269,COW,CoW Protocol,token,1,0xDEf1CA1fb7FBcDC777520aa7f396b4E015F497aB,yes,yes,CowProtocolToken,-,,,,Transfer-log,-,,,,4
12573,CPOOL,Clearpool,token,1,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,yes,yes,CPOOL,-,,,,Transfer-log,ERC20Votes-DORMANT,"DelegateVotesChanged(address,uint256,uint256)",,,2
3367,CRD,CryptalDash,token,1,0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc,yes,yes,CRDToken,-,,,,Transfer-log,-,,,,1
4484,CRN,ChronoCoin,token,,,no,,,-,,,,,-,,,,1
6538,CRV,Curve DAO Token,token,1,0xD533a949740bb3306d119CC777fa900bA034cd52,yes,yes,Vyper_contract,-,,,,Transfer-log,-,,,,6
1867,CTR,Centra,token,,,no,,,-,,,,,-,,,,0
6669,CVP,PowerPool,token,1,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,yes,yes,Cvp,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,10753862,2
9903,CVX,Convex Finance,token,1,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,yes,yes,ConvexToken,-,,,,Transfer-log,-,,,,2
24781,CYBER,Cyber,token,1,0x14778860e937f509e651192a90589de711fb88a9,yes,yes,CyberToken,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",2,21314109,6
4862,DAD,DAD,token,1,0x5b322514ff727253292637d9054301600c2c81e8,yes,yes,DAD,-,,,,Transfer-log,-,,,,1
1253,DAO,The DAO,token,,,no,,,-,,,,,-,,,,0
8420,DAO,DAO Maker,token,1,0x0f51bb10119727a7e5ea3538074fb341f56b09ad,yes,yes,Token,-,,,,Transfer-log,-,,,,3
7228,DDX,DerivaDAO,token,1,0x3a880652f47bfaa771908c07dd8673a787daed3a,yes,yes,DDX,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint96,uint96)",100,11383460,1
33391,DEEP,DeepBook Protocol,token,,,no,,,-,,,,,-,,,,1
5429,DEP,DEAPcoin,token,1,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,yes,yes,DEAPCoin,-,,,,Transfer-log,-,,,,6
603,DEX,InstantDEX,token,,,no,,,-,,,,,-,,,,0
3515,DEX,DEX,token,1,0x497bAEF294c11a5f0f5Bea3f2AdB3073DB448B56,yes,yes,ZeppelinCoin,-,,,,Transfer-log,-,,,,1
7326,DEXE,DeXe,token,1,0xde4EE8057785A7e8e800Db58F9784845A5C2Cbd6,yes,yes,Dexe,-,,,,Transfer-log,-,,,,2
2772,DGTX,Digitex,token,1,0xc666081073e8dff8d3d1c2292a29ae1a2153ec09,yes,yes,DGTXToken,-,,,,Transfer-log,-,,,,1
6138,DIA,DIA,token,1,0x84ca8bc7997272c7cfb4d0cd3d55cd942b3c9419,yes,yes,DIAToken,-,,,,Transfer-log,-,,,,2
5741,DMG,DMM: Governance,token,1,0xEd91879919B71bB6905f23af0A68d231EcF87b14,yes,yes,DMGToken,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,10316143,1
5234,DNA,Metaverse Dualchain Network Architecture,token,,,no,,,-,,,,,-,,,,0
2675,DOCK,Dock,token,,,no,,,-,,,,,-,,,,0
7224,DODO,DODO,token,1,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,yes,yes,DODOToken,-,,,,Transfer-log,-,,,,4
27966,DORA,Dora Factory,token,1,0x70b790d0948a760e80bc3f892b142F7779b538B2,yes,yes,ERC20,-,,,,Transfer-log,-,,,,1
814,DOT,Dotcoin,token,,,no,,,-,,,,,-,,,,0
2110,DOV,Dovu,token,1,0xac3211a5025414af2866ff09c23fc18bc97e79b1,yes,yes,BurnableCrowdsaleToken,-,,,,Transfer-log,-,,,,2
1295,DRACO,DT Token,token,,,no,,,-,,,,,-,,,,0
2593,DRG,Dragon Coins,token,1,0x814f67fa286f7572b041d041b1d99b432c9155ee,yes,yes,Dragon,-,,,,Transfer-log,-,,,,1
31278,DRIFT,Drift,token,,,no,,,-,,,,,-,,,,1
10759,DVF,rhino.fi,token,1,0xdddddd4301a082e62e84e43f474f044423921918,yes,yes,DeversiFi,-,,,,Transfer-log,-,,,,1
3139,DX,DxChain Token,token,1,0x973e52691176d36453868D9d86572788d27041A9,yes,yes,DxToken,-,,,,Transfer-log,-,,,,1
33696,EBTC,ether.fi Staked BTC,token,1,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,yes,yes,BoringVault,-,,,,Transfer-log,-,,,,1
5274,EDG,Edgeware,token,56,0x4e0da40b9063dc48364c1c0ffb4ae9d091fc2270,yes,no(PAID),Edgeware,-,,,,Transfer-log(PAID),ERC20Votes-ABIonly[PAID-chain],"DelegateVotesChanged(address,uint256,uint256)",,,5
39720,EDGE,edgeX,token,1,0xB0076DE78Dc50581770BBa1D211dDc0aD4F2a241,yes,yes,ERC1967Proxy->impl:EdgeToken,-,,,,Transfer-log,-,,,,2
2057,EDO,Eidoo,token,1,0xced4e93198734ddaff8492d525bd258d49eb388e,yes,yes,EidooToken,-,,,,Transfer-log,-,,,,1
30494,EIGEN,EigenCloud,token,1,0xec53bF9167f50cDEB3Ae105f56099aaaB9061F83,yes,yes,TransparentUpgradeableProxy->impl:Eigen,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",54,22036852,1
9436,ELON,Dogelon Mars,token,1,0x761d38e5ddf6ccf6cf7c55759d5210750b5d60f3,yes,yes,Dogelon,-,,,,Transfer-log,-,,,,6
30171,ENA,Ethena,token,1,0x57e114B691Db790C35207b2e685D4A43181e6061,yes,yes,ENA,-,,,,Transfer-log,-,,,,1
13855,ENS,Ethereum Name Service,token,1,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,yes,yes,ENSToken,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,13578843,2
8615,EPIC,Epic Chain,token,1,0x94314a14df63779c99c0764a30e0cd22fa78fc0e,yes,yes,EpicToken,-,,,,Transfer-log,-,,,,1
8938,EPS,Ellipsis,token,56,0xA7f552078dcC247C2684336020c03648500C6d9F,yes,no(PAID),Vyper_contract,-,,,,Transfer-log(PAID),-,,,,1
2165,ERC20,ERC20,token,1,0xc3761EB917CD790B30dAD99f6Cc5b4Ff93C4F9eA,yes,yes,TokenERC20,-,,,,Transfer-log,-,,,,6
7033,ESD,Empty Set Dollar,token,1,0x36f3fd68e7325a35eb768f1aedaae9ea0689d723,yes,yes,Dollar,-,,,,Transfer-log,-,,,,1
11156,ETHDYDX,dYdX (ethDYDX),token,1,0x92d6c1e31e14520e676a687f0a93788b716beff5,yes,yes,DydxToken,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegatedPowerChanged(address,uint256,uint8)",100,12809555,2
14280,EUL,Euler,token,1,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,yes,yes,Eul,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,15013366,4
33342,EVA,EverValue Coin,token,42161,0x45d9831d8751b2325f3dbf48db748723726e1c8c,yes,yes,EverValueCoin,-,,,,Transfer-log,-,,,,1
2778,EXC,Eximchain,token,1,0x00c4b398500645eb5da00a1a379a88b11683ba01,yes,yes,EximchainToken,-,,,,Transfer-log,-,,,,1
4360,FAB,FABRK,token,1,0x12683dc9eec95a5f742d40206e73319e6b9d8a91,yes,yes,FABToken,-,,,,Transfer-log,-,,,,1
6859,FARM,Harvest Finance,token,1,0xa0246c9032bC3A600820415aE600c6388619A14D,yes,yes,RewardToken,-,,,,Transfer-log,-,,,,3
32306,FBTC,Function,token,1,0xC96dE26018A54D51c097160568752c4E3BD6C364,yes,yes,FBTC,admin/vesting-lock(not conviction),,,,Transfer-log,-,,,,2
7978,FIDA,Bonfida,token,,,no,,,-,,,,,-,,,,1
5190,FLEX,FLEX,token,1,0xfcf8eda095e37a41e002e266daad7efc1579bc0a,yes,yes,FLEXCoin,-,,,,Transfer-log,-,,,,1
7150,FLM,Flamingo,token,,,no,,,-,,,,,-,,,,1
10804,FLOKI,FLOKI,token,1,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,yes,yes,FLOKI,-,,,,Transfer-log,ERC20Votes-negligible,"DelegateVotesChanged(address,uint224,uint224)",,,2
10508,FLUID,Fluid,token,1,0x6f40d4A6237C257fff2dB00FA0510DeEECd303eb,yes,yes,InstaToken->impl:InstaTokenDelegate,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,12632744,3
1062,FLY,Flycoin,token,,,no,,,-,,,,,-,,,,0
9421,FORTH,Ampleforth Governance Token,token,1,0x77fba179c79de5b7653f68b5039af940ada60ce0,yes,yes,Forth,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,12382204,2
6953,FRAX,Frax (prev. FXS),token,1,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,yes,yes,FRAXShares,-,,,,Transfer-log,-,,,,6
2530,FSN,Fusion,token,1,0x9AfC975EdB8a0B57f066e8e0A72A5e2ADbdCb605,yes,yes,Token,-,,,,Transfer-log,-,,,,2
3840,FST,1irstcoin,token,1,0x310c93dfc1c5e34cdf51678103f63c41762089cd,yes,yes,MainToken,admin/vesting-lock(not conviction),,,,Transfer-log,-,,,,1
4195,FTT,FTX Token,token,1,0x50d1c9771902476076ecfc8b2a83ad6b9355a4c9,yes,yes,FTT,-,,,,Transfer-log,-,,,,3
2120,FUEL,Etherparty,token,1,0xea38eaa3c86c8f9b751533ba2e562deb9acded40,yes,yes,FuelToken,-,,,,Transfer-log,-,,,,1
1757,FUN,FUNToken,token,1,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,yes,yes,Token,-,,,,Transfer-log,-,,,,1
671,GAIA,GAIA,token,,,no,,,-,,,,,-,,,,0
1785,GAS,Gas,token,,,no,,,-,,,,,-,,,,1
2726,GEN,DAOstack,token,1,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,yes,yes,DAOToken,-,,,,Transfer-log,-,,,,1
39841,GENIUS,Genius Terminal,token,56,0x1F12B85aAC097E43Aa1555b2881E98a51090e9A6,yes,no(PAID),GeniusToken,-,,,,Transfer-log(PAID),-,,,,1
11857,GMX,GMX,token,42161,0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a,yes,yes,GMX,-,,,,Transfer-log,-,,,,3
13663,GNS,Gains Network,token,137,0xE5417Af564e4bFDA1c483642db72007871397896,yes,yes,GainsNetworkToken,-,,,,Transfer-log,-,,,,4
785,GP,GoldPieces,token,,,no,,,-,,,,,-,,,,0
6719,GRT,The Graph,token,1,0xc944e90c64b2c07662a292be6244bdf05cda44a7,yes,yes,GraphToken,-,,,,Transfer-log,-,,,,6
10052,GTC,Gitcoin,token,1,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f,yes,yes,GTC,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,12499254,2
39379,GWEI,ETHGas,token,1,0x2798b1cC5A993085E8A9D46e80499F1B63f42204,yes,yes,EthgasToken,-,,,,Transfer-log,-,,,,2
1750,GXC,GXChain,token,,,no,,,-,,,,,-,,,,0
6622,HAKKA,Hakka.Finance,token,1,0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd,yes,yes,Hakka,-,,,,Transfer-log,-,,,,3
6941,HBTC,Huobi BTC,token,1,0x0316EB71485b0Ab14103307bf65a021042c6d380,yes,yes,HBTCToken,-,,,,Transfer-log,-,,,,3
5299,HDAO,HyperDAO,token,1,0x74faab6986560fd1140508e4266d8a7b87274ffd,yes,yes,HDAOToken,-,,,,Transfer-log,-,,,,1
6929,HEGIC,Hegic,token,1,0x584bC13c7D411c00c01A62e8019472dE68768430,yes,yes,Hegic,-,,,,Transfer-log,-,,,,3
5015,HEX,HEX,token,1,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,yes,yes,HEX,GENUINE,"StakeStart(uint256,address,uint40)",100,9046425,Transfer-log,-,,,,2
22461,HFT,Hashflow,token,1,0xb3999F658C0391d94A37f7FF328F3feC942BcADC,yes,yes,HFT,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,15918491,2
11232,HIGH,Highstreet,token,1,0x71Ab77b7dbB4fa7e017BC15090b2163221420282,yes,yes,HIGH,-,,,,Transfer-log,-,,,,2
22850,HONEY,Hivemapper,token,,,no,,,-,,,,,-,,,,1
2430,HOT,Hydro Protocol,token,1,0x9af839687f6c94542ac5ece2e317daae355493a1,yes,yes,HydroToken,-,,,,Transfer-log,-,,,,1
2176,HST,Decision Token,token,1,0x554c20b7c486beee439277b4540a434566dc4c02,yes,yes,DecisionToken,-,,,,Transfer-log,-,,,,1
3748,HXRO,Hxro,token,1,0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3,yes,yes,HxroTokenContract,-,,,,Transfer-log,-,,,,2
7726,ICHI,ICHI,token,1,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6,yes,yes,IchiV2,-,,,,Transfer-log,ERC20Votes-DORMANT,"DelegateVotesChanged(address,uint256,uint256)",,,3
2099,ICX,ICON,token,,,no,,,-,,,,,-,,,,0
3928,IDEX,IDEX,token,1,0xb705268213d593b8fd88d3fdeff93aff5cbdcfae,yes,yes,IDEX,-,,,,Transfer-log,-,,,,1
8719,ILV,Illuvium,token,1,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,yes,yes,IlluviumERC20,-,,,,Transfer-log,ERC20Votes-negligible,"VotingPowerChanged(address,uint256,uint256)",,,1
12760,INF,Sanctum Infinity,token,,,no,,,-,,,,,-,,,,1
5103,IPX,Tachyon Protocol,token,,,no,,,-,,,,,-,,,,0
2930,IQ,IQ,token,1,0x579cea1889991f68acc35ff5c3dd0621ff29b0c9,yes,yes,IQERC20,-,,,,Transfer-log,-,,,,4
3874,IRIS,IRISnet,token,1,0x76C4A2B59523eaE19594c630aAb43288dBB1463f,yes,yes,IbcToken,-,,,,Transfer-log,-,,,,3
1237,JACK,BlackJack,token,,,no,,,-,,,,,-,,,,0
888,JAY,Jay,token,,,no,,,-,,,,,-,,,,0
28853,JLP,Jupiter Perps LP,token,,,no,,,-,,,,,-,,,,1
5488,JST,JUST,token,,,no,,,-,,,,,-,,,,1
1503,JUP,Jupiter,token,1,0x4B1E80cAC91e2216EEb63e29B957eB91Ae9C2Be8,yes,yes,Jupiter,-,,,,Transfer-log,-,,,,2
29210,JUP,Jupiter,token,,,no,,,-,,,,,-,,,,1
35763,KAITO,KAITO,token,8453,0x98d0baa52b2D063E780DE12F615f963Fe8537553,yes,no(PAID),Kaito,-,,,,Transfer-log(PAID),-,,,,1
5566,KEEP,Keep Network,token,1,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,yes,yes,KeepToken,-,,,,Transfer-log,-,,,,2
30986,KMNO,Kamino,token,,,no,,,-,,,,,-,,,,1
9444,KNC,Kyber Network Crystal v2,token,1,0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,yes,yes,AdminUpgradeabilityProxy->impl:KyberNetworkTokenV2,-,,,,Transfer-log,-,,,,5
1982,KNCL,Kyber Network Crystal Legacy,token,1,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,yes,yes,KyberNetworkCrystal,-,,,,Transfer-log,-,,,,1
7535,KP3R,Keep3rV1,token,1,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,yes,yes,Keep3rV1,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,11152512,3
8296,KSP,KLAYswap Protocol,token,,,no,,,-,,,,,-,,,,1
2663,KST,StarCoin,token,,,no,,,-,,,,,-,,,,0
33223,LAB,LAB,token,56,0x7ec43Cf65F1663F820427C62A5780b8f2E25593A,yes,no(PAID),LabToken,-,,,,Transfer-log(PAID),-,,,,1
35429,LAYER,Solayer,token,,,no,,,-,,,,,-,,,,1
33652,LBTC,Lombard Staked BTC,token,1,0x8236a87084f8b84306f72007f36f2618a5634494,yes,yes,TransparentUpgradeableProxy->impl:StakedLBTC,-,,,,Transfer-log,-,,,,4
8000,LDO,Lido DAO,token,1,0x5a98fcbea516cf06857215779fd812ca3bef1b32,yes,yes,MiniMeToken,-,,,,Transfer-log,-,,,,5
2239,LEND,Aave,token,1,0x80fB784B7eD66730e8b1DBd9820aFD29931aab03,yes,yes,EthLendToken,-,,,,Transfer-log,-,,,,1
2377,LEV,Leverj,token,1,0x0f4ca92660efad97a9a70cb0fe969c755439772c,yes,yes,HumanStandardToken,-,,,,Transfer-log,-,,,,1
24257,LGCT,Legacy Token,token,56,0xD38B305CaC06990c0887032A02C03D6839f770A8,yes,no(PAID),LGCT,-,,,,Transfer-log(PAID),-,,,,0
37986,LIGHT,Light,token,,,no,,,-,,,,,-,,,,1
3083,LINA,LINA,token,1,0xc05d14442a510de4d3d71a3d316585aa0ce32b50,yes,yes,TokenERC20,-,,,,Transfer-log,-,,,,1
7102,LINA,Linear Finance,token,1,0x3e9bc21c9b189c09df3ef1b824798658d5011937,yes,yes,LnProxyERC20,-,,,,Transfer-log,-,,,,2
35954,LION,Loaded Lions,token,42161,0x527e8D368298deA5a53be257e5300F4DBafb7a97,yes,yes,LionToken,-,,,,Transfer-log,-,,,,3
6833,LIT,Litentry,token,1,0xb59490ab09a0f526cc7305822ac65f2ab12f9723,yes,yes,LITToken,-,,,,Transfer-log,-,,,,1
39125,LIT,Lighter,token,1,0x232ce3bd40fcd6f80f3d55a522d03f25df784ee2,yes,yes,Lighter,-,,,,Transfer-log,-,,,,1
3855,LOCUS,Locus Chain,token,1,0xc64500dd7b0f1794807e67802f8abbf5f8ffb054,yes,yes,LocusToken,-,,,,Transfer-log,-,,,,1
8083,LON,Tokenlon Network Token,token,1,0x0000000000095413afc295d19edeb1ad7b71c952,yes,yes,Lon,-,,,,Transfer-log,-,,,,1
810,LQD,LIQUID,token,,,no,,,-,,,,,-,,,,0
7429,LQTY,Liquity,token,1,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,yes,yes,LQTYToken,-,,,,Transfer-log,-,,,,1
1934,LRC,Loopring,token,1,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,yes,yes,LRC_v2,-,,,,Transfer-log,-,,,,2
2693,LRN,Loopring [NEO],token,,,no,,,-,,,,,-,,,,0
28047,LSD,L7,token,56,0xcD1B51b87a8a7137D6421bA5A976225187a26777,yes,no(PAID),LSD,-,,,,Transfer-log(PAID),-,,,,1
20314,LUNA,Terra,token,,,no,,,-,,,,,-,,,,1
4172,LUNC,Terra Classic,token,1,0xbd31ea8212119f94a611fa969881cba3ea06fa3d,yes,yes,BridgeToken->impl:TokenImplementation,-,,,,Transfer-log,-,,,,8
14783,MAGIC,Treasure,token,1,0xb0c7a3ba49c7a6eaba6cd4a96c55a1391070ac9a,yes,yes,MagicProxy->impl:MagicTIP39Facet,-,,,,Transfer-log,-,,,,3
18037,MAV,Maverick Protocol,token,1,0x7448c7456a97769F6cD04F1E83A4a23cCdC46aBD,yes,yes,MaverickToken,-,,,,Transfer-log,-,,,,5
9175,MBOX,MOBOX,token,56,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377,yes,no(PAID),MoboxToken,-,,,,Transfer-log(PAID),-,,,,2
13523,MC,Merit Circle,token,1,0x949D48EcA67b17269629c7194F4b727d4Ef9E5d6,yes,yes,MeritToken,-,,,,Transfer-log,ERC20Votes-negligible,"DelegateVotesChanged(address,uint256,uint256)",,,2
8335,MDX,Mdex,token,56,0x9c65ab58d8d978db963e63f2bfb7121627e3a739,yes,no(PAID),MdxToken,-,,,,Transfer-log(PAID),ERC20Votes-ABIonly[PAID-chain],"DelegateVotesChanged(address,uint256,uint256)",,,2
38770,MEGA,MegaETH,token,,,no,,,-,,,,,-,,,,2
28301,MEME,Memecoin,token,1,0xb131f4A55907B10d1F0A50d8ab8FA09EC342cd74,yes,yes,Memecoin,-,,,,Transfer-log,-,,,,1
30712,MERL,Merlin Chain,token,1,0xa0c56a8c0692bD10B3fA8f8bA79Cf5332B7107F9,yes,yes,DelayedERC1967Proxy->impl:MultiControlERC20,-,,,,Transfer-log,-,,,,3
2873,MET,Metronome,token,1,0x2Ebd53d035150f328bd754D6DC66B99B0eDB89aa,yes,yes,Metronome2,-,,,,Transfer-log,ERC20Votes-ACTIVE,"DelegateVotesChanged(address,uint256,uint256)",100,15778962,3
38353,MET,Meteora,token,,,no,,,-,,,,,-,,,,1
3418,META,Metadium,token,1,0xde2f7766c8bf14ca67193128535e5c7454f8387c,yes,yes,Metadium,-,,,,Transfer-log,-,,,,1
9640,METIS,Metis,token,1,0x9E32b13ce7f2E80A01932B42553652E053D6ed8e,yes,yes,MToken,-,,,,Transfer-log,-,,,,2
30126,MEW,cat in a dogs world,token,,,no,,,-,,,,,-,,,,1
399,MIN,Mineralscoin,token,,,no,,,-,,,,,-,,,,0
3296,MIN,MINDOL,token,1,0x5d64d850c8368008afb39224e92ad0dceff3cf38,yes,yes,TokenERC20,-,,,,Transfer-log,-,,,,1
7857,MIR,Mirror Protocol,token,1,0x09a3EcAFa817268f77BE1283176B946C4ff2E608,yes,yes,WrappedMIR,-,,,,Transfer-log,-,,,,3
1518,MKR,Maker,token,1,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,yes,yes,DSToken,-,,,,Transfer-log,-,,,,3
5266,MLK,MiL.k,token,42161,0x374c5FB7979d5fDBAAd2d95409e235e5CBdfD43C,yes,yes,Token,-,,,,Transfer-log,-,,,,1
