spec,var,coef,se,t,p,n,r2_within
token_s7a_vw,mom_12_2_std,0.006162731097771368,0.007313615589141748,0.842638093656569,0.3997413014888409,710,0.005058005324268922
token_s7a_vw,r_1m_std,-0.007045520746228463,0.007463611894940167,-0.9439827318734054,0.3455297525672396,710,0.005058005324268922
token_s7a_vw,beta36_std,0.0023944006536403923,0.005667435588834153,0.4224839640626501,0.6728117348056344,710,0.005058005324268922
token_s7b_both,conv_std,0.004825767242475042,0.010802275784402338,0.4467361636372107,0.655214828738008,710,0.004126845251000044
token_s7b_both,conv_vw_std,-0.005801930017555461,0.010001463258860954,-0.5801081169213065,0.5620433628243566,710,0.004126845251000044
token_s7b_both,size_std,0.007228010395072027,0.005705079687443342,1.2669429335019802,0.20563085414552384,710,0.004126845251000044
token_s7b_both,mom_3m_std,-0.013227759968167208,0.006632301664908294,-1.99444486039525,0.04652196699856792,710,0.004126845251000044
token_s7b_both,mom_12_2_std,0.0062998207048735825,0.0072558779525459085,0.8682368620413649,0.3855861095792841,710,0.004126845251000044
token_s7b_both,r_1m_std,-0.00711281357780289,0.0074565360574480625,-0.9539031962030358,0.34048833891675034,710,0.004126845251000044
token_s7b_both,beta36_std,0.00206730575185712,0.005963200757594102,0.346677201706553,0.7289463856176961,710,0.004126845251000044
token_s7c_lz_sub,conv_std,-0.00021151551344695887,0.006806905140921814,-0.031073668439327583,0.9752203423690451,710,0.005069024882532247
token_s7c_lz_sub,size_std,0.007664246128398896,0.006018854430931917,1.273372901163888,0.20334163839881136,710,0.005069024882532247
token_s7c_lz_sub,mom_3m_std,-0.012960813760374683,0.006712755449842288,-1.930774010347597,0.05394626413571646,710,0.005069024882532247
token_s7c_lz_sub,mom_12_2_std,0.006012599050579401,0.007411596963066396,0.8112420414306787,0.41752409297343007,710,0.005069024882532247
token_s7c_lz_sub,r_1m_std,-0.006952143137997487,0.007542727036459641,-0.921701541682813,0.35702677279352857,710,0.005069024882532247
token_s7c_lz_sub,beta36_std,0.0019607134008783325,0.006040441357291638,0.3245977048533852,0.7455901606358872,710,0.005069024882532247
pooled_s2x,conv_std,0.004558304920013792,0.008542539079382662,0.5336007102402631,0.5936548076578139,3272,0.0032542933185708556
pooled_s2x,conv_x_token,0.0013702158744160187,0.009538787540653789,0.14364675474490168,0.8857884464045223,3272,0.0032542933185708556
pooled_s2x,token_dum,-0.014811722453370823,0.009248409162760476,-1.6015427294254574,0.1093552828872415,3272,0.0032542933185708556
pooled_s2x,size_std,0.002209028240565167,0.005902468228110922,0.3742549989586584,0.7082393591657201,3272,0.0032542933185708556
pooled_s2x,mom_3m_std,-0.0012706225871017733,0.004487820019394327,-0.2831269038443426,0.7770978380893121,3272,0.0032542933185708556
pooled_s2x,mom_12_2_std,-7.267259614639845e-05,0.0049729735200514736,-0.01461350957397542,0.9883414306085885,3272,0.0032542933185708556
pooled_s2x,r_1m_std,-0.011722779805225366,0.006260500768814916,-1.8724987406150315,0.061228587308134186,3272,0.0032542933185708556
pooled_s2x,beta36_std,0.001604067854106009,0.006833824254294017,0.23472477406747722,0.8144373473898909,3272,0.0032542933185708556
pooled_s4x,conv_std,0.004112025268842377,0.008663940113477684,0.4746137686761803,0.6350946366212686,3272,0.003187019073747077
pooled_s4x,conv_x_token,0.0026122201974914908,0.009618783042459694,0.2715749160741544,0.7859663852474297,3272,0.003187019073747077
pooled_s4x,token_dum,-0.014857413816369673,0.009234880756953015,-1.6088365629608599,0.1077506035008926,3272,0.003187019073747077
pooled_s4x,size_std,0.003969905111230474,0.005107015176593782,0.7773435116122517,0.43701351994271764,3272,0.003187019073747077
pooled_s4x,mom_3m_std,-0.001756373684160437,0.004616967055668723,-0.380417200942328,0.703660965705688,3272,0.003187019073747077
pooled_s4x,mom_12_2_std,-0.0005161365330772717,0.005036180860639661,-0.10248570243200433,0.918377574333634,3272,0.003187019073747077
pooled_s4x,r_1m_std,-0.012165788101207756,0.0061461691348229635,-1.9794099111719585,0.04785533659841579,3272,0.003187019073747077
pooled_s4x,beta36_std,0.0023727459357176604,0.007233467718950617,0.328023297802438,0.7429154806783242,3272,0.003187019073747077
pooled_s4x,val_std,0.005273786032408784,0.004248008400984422,1.2414725995331486,0.21452209194177074,3272,0.003187019073747077
pooled_s4x,conv_x_val,-9.908213695955123e-05,0.0038877376796761652,-0.02548580823174377,0.9796690553229761,3272,0.003187019073747077
