cmc_id,symbol,name,in_universe,asset_class,classification_basis,defillama_categories,ambiguous_flag,staking_start,transition_note,tags,asset_class_original,confirmation_basis,sector,market_cap,month_end
2202,PRL,Oyster,True,token,"DeFiLlama governance/DeFi category: ['CDP', 'Yield Aggregator']",CDP;Gaming;Yield Aggregator,True,,,,token,,CDP;Gaming;Yield Aggregator,18075250.16110096,2018-10-31
7224,DODO,DODO,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'defiance-capital', 'defiance-capital-portfolio']",DEX Aggregator;Dexs,False,,,alameda-research-portfolio;arbitrum-ecosystem;arbitrum-ecosytem;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;cms-holdings-portfolio;coinbase-ventures-portfolio;decentralized-exchange;decentralized-exchange-dex-token;defi;defiance-capital;defiance-capital-portfolio;dwf-labs-portfolio;ethereum-ecosystem;exnetwork-capital-portfolio;framework-ventures;framework-ventures-portfolio;made-in-china;near-protocol-ecosystem;pantera-capital-portfolio;three-arrows-capital-portfolio,token,,DEX Aggregator;Dexs;DEX,17710032.62698496,2026-05-31
10897,ALT,Alitas,True,token,"DeFiLlama governance/DeFi category: ['Derivatives', 'Dexs', 'Launchpad']",Derivatives;Developer Tools;Dexs;Launchpad,True,,,binance-smart-chain;bnb-chain,token,,Derivatives;Developer Tools;Dexs;Launchpad,17675372.57322284,2024-11-30
8296,KSP,KLAYswap Protocol,True,token,governance/defi tags: ['defi'],Dexs,False,,,defi,token,,Dexs,17227287.84817092,2024-10-31
1680,ANT,Aragon,True,token,"governance/defi tags: ['dao', 'governance']",Services,False,,,boostvc-portfolio;cosmos-ecosystem;dao;enterprise-solutions;ethereum;ethereum-ecosystem;governance;placeholder-ventures-portfolio;platform;polkadot;substrate;web3,token,,Services,16964227.22655947,2025-03-31
3367,CRD,CryptalDash,True,token,DeFiLlama governance/DeFi category: ['Lending'],Lending,True,,,,token,,Lending,16932237.98246,2021-03-31
7208,POLS,Polkastarter,True,token,governance/defi tags: ['defi'],Launchpad,False,,,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;dot-ecosystem;ethereum-ecosystem;exnetwork-capital-portfolio;launchpad;polkadot;polkadot-ecosystem,token,,Launchpad,16803036.43066098,2025-09-30
8972,SFUND,Seedify.fund,True,token,DeFiLlama governance/DeFi category: ['Launchpad'],Launchpad,True,,,arbitrum-ecosystem;avalanche-ecosystem;base-ecosystem;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;dwf-labs-portfolio;ethereum-ecosystem;gaming;launchpad;play-to-earn;polygon-ecosystem,token,,Launchpad;Gaming,16800813.95598288,2025-10-31
39042,POWER,Power Protocol,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Reserve Currency', 'Yield']",Dexs;Reserve Currency;Stablecoin Issuer;Yield,True,,,binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-listing;bnb-chain-ecosystem;ethereum-ecosystem;gaming;ronin-ecosystem,token,,Dexs;Reserve Currency;Stablecoin Issuer;Yield;Gaming,16725499.99983912,2026-05-31
11079,BRISE,Bitgert,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,bnb-chain;bnb-chain-ecosystem;ethereum-ecosystem;solana-ecosystem,token,,Yield,16115858.54425376,2025-10-31
7654,RFOX,RFOX,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,binance-smart-chain;bnb-chain;collectibles-nfts;ethereum;ethereum-ecosystem;metaverse,token,,Yield;NFT;Metaverse,15878732.78798181,2024-01-31
3418,META,Metadium,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Reserve Currency', 'Yield']",Dexs;Reserve Currency;Yield,True,,,arrington-xrp-capital;ethereum-ecosystem;identity;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;platform,token,,Dexs;Reserve Currency;Yield;Identity,15839839.1581375,2026-05-31
8335,MDX,Mdex,True,token,"governance/defi tags: ['amm', 'decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'yield-farming']",Dexs,False,,,amm;binance-smart-chain;bnb-chain;decentralized-exchange;decentralized-exchange-dex-token;defi;heco;heco-ecosystem;yield-farming,token,,Dexs;DEX;Yield,15300475.53852738,2024-10-31
31278,DRIFT,Drift,True,token,"governance/defi tags: ['decentralized-exchange-dex-token', 'defi', 'derivatives', 'governance', 'perpetuals']",Derivatives;Dexs;Liquid Staking,False,,,binance-alpha;binance-ecosystem;binance-listing;decentralized-exchange-dex-token;defi;derivatives;governance;jump-crypto;multicoin-capital-portfolio;perpetuals;polychain-capital-portfolio;solana-ecosystem,token,,Derivatives;Dexs;Liquid Staking;Perpetuals,15222924.69709619,2026-05-31
6929,HEGIC,Hegic,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'derivatives']",Options,False,,,arbitrum-ecosystem;arbitrum-ecosytem;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives;ethereum-ecosystem;fantom-ecosystem;options,token,,Options;DEX;Derivatives,15085500.16892013,2025-12-31
5007,TROY,TROY,True,token,DeFiLlama governance/DeFi category: ['Farm'],Farm,True,,,binance-launchpad;bnb-chain-ecosystem;ethereum-ecosystem,token,,Farm,14856161.15574923,2025-02-28
6756,ACA,Acala Token,True,token,governance/defi tags: ['defi'],Canonical Bridge;Dexs,False,,,arrington-xrp-capital-portfolio;binance-ecosystem;binance-listing;defi;injective-ecosystem;polkadot;polkadot-ecosystem;spartan-group;substrate,token,,Canonical Bridge;Dexs,14676578.08525429,2025-11-30
8766,ALICE,MyNeighborAlice,True,token,"governance/defi tags: ['dao-maker', 'defi']",Services,False,,,binance-ecosystem;binance-launchpool;binance-listing;bnb-chain-ecosystem;chromia-ecosystem;collectibles-nfts;dao-maker;defi;entertainment;ethereum-ecosystem;exnetwork-capital-portfolio;gaming;k300-ventures-portfolio;metaverse;play-to-earn;solana-ecosystem,token,,Services;NFT;Gaming;Metaverse,14533602.90987198,2026-04-30
1619,SKY,Skycoin,True,token,"DeFiLlama governance/DeFi category: ['CDP', 'Dexs']",CDP;Dexs;RWA;Risk Curators,True,,,distributed-computing;filesharing;platform;storage,token,,CDP;Dexs;RWA;Risk Curators;DePIN;Storage,14514544.55462714,2021-10-31
32724,CAT,Simon's Cat,True,token,governance/defi tags: ['defi'],Yield Aggregator,False,,,animal-memes;binance-ecosystem;binance-hodler-airdrops;binance-listing;binance-smart-chain;bnb-chain-ecosystem;cat-themed;defi;dwf-labs-portfolio;ip-memes;memes;solana-ecosystem;tokenfi-launchpad,token,,Yield Aggregator;Meme,14433190.86712818,2026-05-31
7672,UNFI,Unifi Protocol DAO,True,token,governance/defi tags: ['defi'],Dexs;Staking Pool,False,,,binance-launchpool;binance-smart-chain;bnb-chain;defi,token,,Dexs;Staking Pool,14355860.22052807,2024-10-31
1757,FUN,FUNToken,True,token,governance/defi tags: ['defi'],Dexs,False,,,binance-ecosystem;binance-listing;defi;ethereum-ecosystem;gambling;gaming;marketplace;pantera-capital-portfolio;payments,token,,Dexs;Gaming;Payments,14170644.31095794,2026-05-31
9421,FORTH,Ampleforth Governance Token,True,token,"governance/defi tags: ['dao', 'governance']",Services,False,,,binance-ecosystem;binance-listing;dao;ethereum-ecosystem;governance;near-protocol-ecosystem,token,,Services,13994893.72111863,2026-02-28
7150,FLM,Flamingo,True,token,"governance/defi tags: ['dao', 'defi', 'yield-farming']",Dexs;Lending,False,,,binance-chain;binance-ecosystem;binance-launchpool;binance-listing;dao;defi;neo-ecosystem;yield-farming,token,,Dexs;Lending;Yield,13909830.81255519,2025-10-31
1552,MLN,Enzyme,True,token,governance/defi tags: ['defi'],Indexes,False,,,asset-management;binance-ecosystem;binance-listing;defi;ethereum-ecosystem;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;placeholder-ventures-portfolio;polygon-ecosystem,token,,Indexes,13906476.12836704,2025-12-31
2296,OST,OST,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,kinetic-capital;services,token,,Dexs,13904117.72378288,2021-05-31
18037,MAV,Maverick Protocol,True,token,governance/defi tags: ['defi'],Dexs,False,,,arbitrum-ecosystem;base-ecosystem;binance-ecosystem;binance-launchpool;binance-listing;bnb-chain-ecosystem;circle-ventures-portfolio;defi;ethereum-ecosystem;gemini-frontier-fund;jump-crypto;pantera-capital-portfolio;privacy;shima-capital;spartan-group;zksync-era-ecosystem,token,,Dexs;Privacy,13900237.08056892,2026-04-30
12387,RBN,Ribbon Finance,True,token,"governance/defi tags: ['derivatives', 'real-world-assets']",Options;Options Vault;Uncollateralized Lending,False,,,coinbase-ventures-portfolio;derivatives;ethereum-ecosystem;real-world-assets,token,,Options;Options Vault;Uncollateralized Lending;Derivatives;RWA,13819529.43184935,2025-04-30
2410,SPC,SpaceChain,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Reserve Currency']",Dexs;Reserve Currency,True,,,ethereum-ecosystem;technology,token,,Dexs;Reserve Currency,13788956.77063871,2025-02-28
2726,GEN,DAOstack,True,token,governance/defi tags: ['dao'],Farm,False,,,dao;platform,token,,Farm,13650923.77640532,2021-04-30
4279,SXP,Solar,True,token,governance/defi tags: ['defi'],Dexs,False,,,alameda-research-portfolio;binance-ecosystem;binance-labs-portfolio;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;medium-of-exchange;payments;wallet,token,,Dexs;Payments,13626436.8228047,2026-02-28
28674,ACE,Fusionist,True,token,DeFiLlama governance/DeFi category: ['Farm'],Farm,True,,,binance-ecosystem;binance-launchpool;binance-listing;bnb-chain-ecosystem;communications-social-media;gaming;social-token,token,,Farm;Gaming,13580009.29393752,2026-02-28
27966,DORA,Dora Factory,True,token,"governance/defi tags: ['dao', 'governance']",,False,,,bounce-launchpad;cosmos-ecosystem;dao;duckstarter;ethereum-ecosystem;governance;okex-blockdream-ventures-portfolio,token,,,13435237.64624331,2025-04-30
6669,CVP,PowerPool,True,token,"governance/defi tags: ['dao', 'defi', 'governance']",Indexes,False,,,dao;defi;governance;ledgerprime-portfolio;mvb;polygon-ecosystem;yearn-partnerships,token,,Indexes,13401363.49143372,2024-07-31
8938,EPS,Ellipsis,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'dex']",Dexs,False,,,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;decentralized-exchange;decentralized-exchange-dex-token;defi;dex,token,,Dexs;DEX,13280763.83835419,2026-01-31
5957,YFII,DFI.Money,True,token,"governance/defi tags: ['dao', 'defi', 'governance', 'yield-aggregator', 'yield-farming']",Yield Aggregator,False,,,binance-chain;binance-smart-chain;bnb-chain;dao;defi;governance;yield-aggregator;yield-farming,token,,Yield Aggregator;Yield,13138664.91538509,2024-10-31
33566,ACT,Act I : The AI Prophecy,True,token,DeFiLlama governance/DeFi category: ['Farm'],Farm,True,,,ai-big-data;ai-memes;binance-ecosystem;binance-liquidity-enhancement-program;binance-listing;memes;pump-fun-ecosystem;solana-ecosystem,token,,Farm;AI/Big Data;Meme,13079176.88222329,2026-04-30
10188,ATA,Automata Network,True,token,governance/defi tags: ['defi'],Yield Aggregator,False,,,binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;eigenlayer-ecosystem;ethereum-ecosystem;jump-crypto;modular-blockchain;polkadot;polkadot-ecosystem;polygon-ecosystem;rollups,token,,Yield Aggregator;Modular Blockchain,13075039.98188999,2026-01-31
16876,ALI,Artificial Liquid Intelligence,True,token,"governance/defi tags: ['defi', 'governance']",Dexs,False,,,ai-agents;ai-big-data;ai-memes;alameda-research-portfolio;base-ecosystem;collectibles-nfts;communications-social-media;content-creation;cronos-ecosystem;crypto-com-capital-portfolio;defi;education;enterprise-solutions;entertainment;ethereum-ecosystem;galaxy-digital-portfolio;gaming;generative-ai;governance;huobi-capital-portfolio;identity;interoperability;marketing;media;memes;metaverse;platform;polygon-ecosystem;services;solana-ecosystem;video;web3,token,,Dexs;AI Agents;AI/Big Data;NFT;Gaming;Identity;Interoperability;Meme;Metaverse,12994720.86982019,2026-04-30
23711,PRIME,Echelon Prime,True,token,DeFiLlama governance/DeFi category: ['Leveraged Farming'],Gaming;Leveraged Farming,True,,,ai-big-data;base-ecosystem;cmc-crypto-yearbook-2024-2025;collectibles-nfts;ethereum-ecosystem;gaming;generative-ai;paradigm-portfolio;trading-card-game,token,,Gaming;Leveraged Farming;AI/Big Data;NFT,12992233.21572531,2026-04-30
1556,TIME,Chrono.tech,True,token,governance/defi tags: ['defi'],Lending;Yield,False,,,binance-smart-chain;bnb-chain;defi;dwf-labs-portfolio,token,,Lending;Yield,12910859.74324144,2024-09-30
21870,MPLX,Metaplex,True,token,DeFiLlama governance/DeFi category: ['Launchpad'],Launchpad,True,,,binance-alpha;binance-alpha-airdrops;binance-ecosystem;bnb-chain-ecosystem;solana-ecosystem,token,,Launchpad,12900525.71272686,2026-04-30
7232,ALPHA,Stella,True,token,"governance/defi tags: ['defi', 'defiance-capital', 'defiance-capital-portfolio', 'yield-aggregator', 'yield-farming']",Lending;Leveraged Farming;Liquid Staking;Prediction Market;Yield Aggregator,False,,,alameda-research-portfolio;arbitrum-ecosystem;avalanche-ecosystem;binance-ecosystem;binance-launchpad;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defi;defiance-capital;defiance-capital-portfolio;ethereum-ecosystem;injective-ecosystem;multicoin-capital-portfolio;optimism-ecosystem;spartan-group;yield-aggregator;yield-farming,token,,Lending;Leveraged Farming;Liquid Staking;Prediction Market;Yield Aggregator;Yield,12822408.6532401,2025-06-30
5841,NEST,NEST Protocol,True,token,governance/defi tags: ['defi'],Derivatives;Dexs;Oracle,False,,,defi;dwf-labs-portfolio;oracles,token,,Derivatives;Dexs;Oracle,12723573.16982633,2023-12-31
11865,BONE,Bone ShibaSwap,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Farm']",Dexs;Farm,True,,,animal-memes;doggone-doggerel;ethereum-ecosystem;layer-2;memes,token,,Dexs;Farm;Layer-2;Meme,12474052.25149918,2026-04-30
8420,DAO,DAO Maker,True,token,"governance/defi tags: ['dao-maker', 'defi', 'governance']",Dexs;Services,False,,,bnb-chain-ecosystem;dao-maker;defi;ethereum-ecosystem;governance;injective-ecosystem;launchpad;solana-ecosystem;vbc-ventures-portfolio,token,,Dexs;Services,12373097.80987797,2026-03-31
2058,AST,AirSwap,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token', 'defi']",DEX Aggregator;Dexs,False,,,decentralized-exchange;decentralized-exchange-dex-token;defi;ethereum-ecosystem;gnosis-chain-ecosystem;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;marketplace;oracles;payments;smart-contracts,token,,DEX Aggregator;Dexs;DEX;Payments;Smart Contract Platform,12341144.20647062,2025-04-30
2277,SMT,SmartMesh,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,iot;technology,token,,Dexs;IoT,12263176.3510251,2021-03-31
9308,PYR,Vulcan Forged (PYR),True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,binance-ecosystem;binance-listing;collectibles-nfts;dwf-labs-portfolio;entertainment;ethereum-ecosystem;gaming;metaverse;polygon-ecosystem,token,,Dexs;NFT;Gaming;Metaverse,12260828.77401194,2026-04-30
7617,SFI,saffron.finance,True,token,"governance/defi tags: ['defi', 'yield-aggregator', 'yield-farming']",Liquid Staking;Yield,False,,,binance-smart-chain;bnb-chain;bnb-chain-ecosystem;coinbase-ventures-portfolio;defi;ethereum-ecosystem;fantom-ecosystem;ledgerprime-portfolio;multicoin-capital-portfolio;yield-aggregator;yield-farming,token,,Liquid Staking;Yield,12242214.75161442,2026-03-31
9119,TLM,Alien Worlds,True,token,governance/defi tags: ['dao'],Gaming,False,,,animoca-brands-portfolio;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;dao;entertainment;ethereum-ecosystem;gaming;metaverse;play-to-earn,token,,Gaming;NFT;Metaverse,12148424.08931733,2026-01-31
5829,SWAP,TrustSwap,True,token,governance/defi tags: ['defi'],Bridge;Dexs;Interface;Token Locker,False,,,avalanche-ecosystem;bnb-chain-ecosystem;defi;ethereum-ecosystem;launchpad;polygon-ecosystem,token,,Bridge;Dexs;Interface;Token Locker,12037212.9584966,2025-02-28
9175,MBOX,MOBOX,True,token,"governance/defi tags: ['defi', 'yield-farming']",Gaming,False,,,arbitrum-ecosystem;binance-ecosystem;binance-launchpool;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;collectibles-nfts;defi;dwf-labs-portfolio;gaming;metaverse;play-to-earn;yield-farming,token,,Gaming;NFT;Metaverse;Yield,11927228.10894389,2026-01-31
22850,HONEY,Hivemapper,True,token,DeFiLlama governance/DeFi category: ['Dexs'],DePIN;Dexs;Liquid Staking;NFT Marketplace,True,,,depin;distributed-computing;iot;made-in-america;solana-ecosystem,token,,DePIN;Dexs;Liquid Staking;NFT Marketplace;IoT,11762761.87294682,2026-03-31
2700,CEL,Celsius,True,token,governance/defi tags: ['lending-borowing'],Yield Aggregator,False,,,exnetwork-capital-portfolio;lending-borowing,token,,Yield Aggregator,11715506.44092191,2024-09-30
19650,VOLT,Volt Inu,True,token,"governance/defi tags: ['dao', 'decentralized-exchange-dex-token', 'defi']",Dexs;Lending;Liquid Staking,False,,,ai-big-data;animal-memes;binance-smart-chain;bnb-chain-ecosystem;collectibles-nfts;dao;decentralized-exchange-dex-token;defi;doggone-doggerel;ethereum-ecosystem;gaming;medium-of-exchange;memes;paal-ecosystem;payments;play-to-earn;polygon-ecosystem,token,,Dexs;Lending;Liquid Staking;AI/Big Data;NFT;Gaming;Payments;Meme,11714554.44717797,2025-04-30
3930,TT,ThunderCore,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs;Staking Pool,True,,,bnb-chain-ecosystem;ethereum-ecosystem;huobi-capital;huobi-capital-portfolio;kenetic-capital-portfolio;kinetic-capital;kinetic-capital-portfolio;pantera-capital-portfolio;platform;thundercore-ecosystem,token,,Dexs;Staking Pool,11271253.89611526,2026-03-31
1768,ADX,AdEx,True,token,governance/defi tags: ['defi'],Derivatives;Dexs,False,,,account-abstraction;ai-agents;ai-applications;ai-big-data;binance-ecosystem;binance-listing;binance-smart-chain;bnb-chain;bnb-chain-ecosystem;defai;defi;dot-ecosystem;ethereum-ecosystem;generative-ai;marketing;polkadot;polkadot-ecosystem;polygon-ecosystem;smart-contracts;substrate;web3;x402-ecosystem,token,,Derivatives;Dexs;AI Agents;AI/Big Data;Smart Contract Platform,11246445.0669736,2026-02-28
29779,ZKJ,Polyhedra Network,True,token,"governance/defi tags: ['defi', 'real-world-assets', 'real-world-assets-protocols']",Chain,False,,,animoca-brands-portfolio;binance-alpha;binance-alpha-airdrops;binance-ecosystem;binance-labs-portfolio;binance-listing;bnb-chain-ecosystem;defi;ethereum-ecosystem;hashkey-capital-portfolio;interoperability;layer-2;okx-ventures-portfolio;polychain-capital-portfolio;real-world-assets;real-world-assets-protocols,token,,Chain;Interoperability;Layer-2;RWA,11225887.40984244,2026-03-31
8202,ZKB,ZKBase,True,token,"governance/defi tags: ['amm', 'decentralized-exchange', 'decentralized-exchange-dex-token']",Dexs;Launchpad,False,,,amm;decentralized-exchange;decentralized-exchange-dex-token;layer-2;rollups;scaling;zero-knowledge-proofs,token,,Dexs;Launchpad;DEX;Layer-2;Zero Knowledge,10246052.42827692,2024-01-31
1660,TKN,Monolith,True,token,governance/defi tags: ['defi'],Dexs,False,,,defi;services,token,,Dexs,9054853.80961091,2021-08-31
2363,ZAP,Zap,True,token,governance/defi tags: ['defi'],Dexs,False,,,defi;oracles,token,,Dexs,8880916.03550697,2021-09-30
603,DEX,InstantDEX,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,8850600.24261475,2017-06-30
3515,DEX,DEX,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,8752252.98551297,2021-02-28
2308,SAI,Single Collateral DAI ,True,token,"DeFiLlama governance/DeFi category: ['Derivatives', 'Yield']",Derivatives;Onchain Capital Allocator;Yield,True,,,,token,,Derivatives;Onchain Capital Allocator;Yield,7840092.58432026,2020-05-31
8857,ANC,Anchor Protocol,True,token,DeFiLlama governance/DeFi category: ['Lending'],Lending,True,,,arrington-xrp-capital-portfolio;binance-launchpool;cosmos-ecosystem;injective-ecosystem;terra-ecosystem,token,,Lending,6835121.72536347,2023-11-30
5601,STAKE,STAKE,True,token,governance/defi tags: ['defi'],Canonical Bridge,False,,,defi;exnetwork-capital-portfolio,token,,Canonical Bridge,6432944.605839,2023-02-28
4862,DAD,DAD,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,,token,,Yield,6088948.47808771,2023-10-31
2324,ONE,BigONE Token,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,binance-smart-chain;bnb-chain;centralized-exchange;marketplace,token,,Dexs;Exchange Token,5972545.99845004,2023-10-31
1467,ARC,Arcade Token,True,token,DeFiLlama governance/DeFi category: ['Dexs'],DEX Aggregator;Dexs;Services,True,,,,token,,DEX Aggregator;Dexs;Services,5925830.05307266,2017-12-31
7857,MIR,Mirror Protocol,True,token,"governance/defi tags: ['defi', 'derivatives']",Derivatives,False,,,arrington-xrp-capital-portfolio;cosmos-ecosystem;defi;derivatives;injective-ecosystem;pantera-capital-portfolio;synthetics;terra-ecosystem,token,,Derivatives,5854431.35369011,2023-04-30
5103,IPX,Tachyon Protocol,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,5810299.5217891,2022-05-31
1834,PLR,Pillar,True,token,"governance/defi tags: ['dao', 'defi', 'governance']",,False,,,dao;defi;distributed-computing;governance;identity;platform;wallet,token,,DePIN;Identity,5606027.4277192,2023-04-30
1503,JUP,Jupiter,True,token,"DeFiLlama governance/DeFi category: ['Derivatives', 'Launchpad', 'Lending']",Basis Trading;DCA Tools;DEX Aggregator;Derivatives;Interface;Launchpad;Lending;Liquid Staking,True,,,binance-smart-chain;bnb-chain;enterprise-solutions;platform,token,,Basis Trading;DCA Tools;DEX Aggregator;Derivatives;Interface;Launchpad;Lending;Liquid Staking,5599360.17035271,2023-02-28
5354,PEAK,PEAKDEFI,True,token,governance/defi tags: ['defi'],Algo-Stables;Yield,False,,,binance-smart-chain;bnb-chain;defi;launchpad,token,,Algo-Stables;Yield,5494680.52591357,2023-01-31
3139,DX,DxChain Token,True,token,DeFiLlama governance/DeFi category: ['Launchpad'],Launchpad,True,,,ai-big-data;payments;technology,token,,Launchpad;AI/Big Data;Payments,5189502.89178087,2023-10-31
2576,TEN,Tokenomy,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,marketplace,token,,Yield,5052675.78585,2023-02-28
2318,NEU,Neumark,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,asset-management;crowdfunding,token,,Yield,4930336.98641504,2021-02-28
4360,FAB,FABRK,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,ai-big-data;platform,token,,Yield;AI/Big Data,4898538.61359671,2020-12-31
3840,FST,1irstcoin,True,token,DeFiLlama governance/DeFi category: ['Derivatives'],Derivatives,True,,,services,token,,Derivatives,4829959.18626797,2023-05-31
3053,YOU,YOU COIN,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Synthetics']",Dexs;Synthetics,True,,,content-creation;marketplace,token,,Dexs;Synthetics,4809391.79184188,2021-02-28
8161,SPI,Shopping,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,binance-smart-chain;bnb-chain;e-commerce,token,,Dexs,4617524.43780249,2022-07-31
5798,RING,Darwinia Network,True,token,"DeFiLlama governance/DeFi category: ['Farm', 'Yield']",Farm;Yield,True,,,dot-ecosystem;gaming;interoperability;metaverse;polkadot-ecosystem;substrate,token,,Farm;Yield;Gaming;Interoperability;Metaverse,4456289.32885125,2023-06-30
4484,CRN,ChronoCoin,True,token,"DeFiLlama governance/DeFi category: ['Dexs', 'Yield Aggregator']",Dexs;Yield Aggregator,True,,,,token,,Dexs;Yield Aggregator,4345214.37058484,2020-10-31
8891,BTCST,Bitcoin Standard Hashrate Token,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,binance-launchpool;binance-smart-chain;bitcoin-ecosystem;bnb-chain;btc-ecosystem,token,,Yield,4264342.92792313,2023-10-31
2826,ZIP,Zipper,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,3888384.69223954,2020-12-31
8497,BANANA,ApeSwap,True,token,"governance/defi tags: ['amm', 'decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'dex', 'yield-farming']",Telegram Bot,False,,,amm;binance-smart-chain;bnb-chain;decentralized-exchange;decentralized-exchange-dex-token;defi;dex;yield-farming,token,,Telegram Bot;DEX;Yield,3867368.83454811,2023-09-30
2110,DOV,Dovu,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,binance-smart-chain;bnb-chain,token,,Dexs,3794448.43597668,2023-07-31
7228,DDX,DerivaDAO,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token', 'defi', 'derivatives']",Derivatives,False,,,alleged-sec-securities;decentralized-exchange;decentralized-exchange-dex-token;defi;derivatives,token,,Derivatives;DEX,3698795.51389506,2023-08-31
2429,MOBI,Mobius,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,iot;payments;platform,token,,Dexs;IoT;Payments,3519803.65952349,2022-12-31
1758,PAY,TenX,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,fenbushi-capital-portfolio;kenetic-capital-portfolio;kinetic-capital;medium-of-exchange,token,,Yield;Payments,3483443.21814717,2022-06-30
769,XUSD,CoinoUSD,True,token,"DeFiLlama governance/DeFi category: ['Algo-Stables', 'CDP']",Algo-Stables;CDP,True,,,,token,,Algo-Stables;CDP,3411635.39556103,2016-03-31
3325,ROX,Robotina,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,energy;iot,token,,Dexs;IoT,3230058.6355768,2021-01-31
1500,WINGS,Wings,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,asset-management;crowdfunding,token,,Dexs,3149401.86053663,2020-12-31
5906,NVT,NerveNetwork,True,token,"governance/defi tags: ['decentralized-exchange', 'decentralized-exchange-dex-token']",Dexs,False,,,decentralized-exchange;decentralized-exchange-dex-token,token,,Dexs;DEX,3063109.83506527,2022-12-31
3475,BOX,BOX Token,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs;Indexes,True,,,,token,,Dexs;Indexes,2949582.59830401,2020-07-31
2593,DRG,Dragon Coins,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,media;payments,token,,Dexs;Payments,2815892.91963564,2021-01-31
1237,JACK,BlackJack,True,token,DeFiLlama governance/DeFi category: ['Yield'],Yield,True,,,,token,,Yield,2542125.10457526,2016-09-30
2778,EXC,Eximchain,True,token,DeFiLlama governance/DeFi category: ['Dexs'],Dexs,True,,,,token,,Dexs,2405849.82363367,2018-11-30
3083,LINA,LINA,True,token,DeFiLlama governance/DeFi category: ['Derivatives'],Derivatives,True,,,enterprise-solutions;services,token,,Derivatives,2356125.092458,2020-10-31
